name,teams,gender,height,race,weight,eyecolor,haircolor,fullname,alteregos,aliases,placeofbirth,firstappearance,creator,occupation,base,relatives,intelligence,strength,speed,durability,power,combat,superPowers
Nel,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Nemesis Prime,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Neith,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Nemesis,,Female,0,Cosmic Entity,,Yellow,Black,Nemesis,"
",,,"Avengers/Ultraforce - Vol 1, Issue 1",,,,,"<div class=""stat-value"">170</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">289</div>","<div class=""stat-value"">50</div>","Absorption,Agility,Biokinesis,Death Touch,Dimensional Awareness,Duplication,Element Control,Elemental Transmogrification,Energy Absorption,Energy Beams,Energy Blasts,Energy Manipulation,Enhanced Senses,Invulnerability,Mind Control,Portal Creation,Reality Warping,Reflexes,Size Changing,Spatial Awareness,Stamina,Summoning,Super Speed,Super Strength,Telepathy,Teleportation,Time Manipulation,Time Travel,Vitakinesis"
Negative Flash,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Neji,,Male,170,,54,White,Brown,,"
",,Konohagakure,"Volume #4, Naruto Chapter #36",,Ninja,Konohagakure,"Hyūga Elder (Grandfather),Hizashi Hyūga (Father),Hiashi Hyūga (Uncle),Hanabi Hyūga (Cousin),Hinata Hyūga (Cousin)",,,,,,,"Adaptation,Agility,Energy Armor,Marksmanship,Radar Sense,Reflexes,Stamina,Stealth,Wallcrawling,Wind Control"
Nekron,,Male,0,,,Black,No Hair,Nekron,"
","Lord of The Unliving, Death, Master, The Black",,"Justice League of America #128 - ""Death-Visions of the Justice League!""",,Lord of The Unliving,Land of the Unliving,,,,,,,,"Darkforce Manipulation,Death Touch,Energy Blasts,Energy Manipulation,Fire Control,Immortality,Invisibility,Invulnerability,Lantern Power Ring,Longevity,Magic,Power Absorption,Power Nullifier,Reality Warping,Resurrection,Size Changing,Stamina,Sub-Mariner,Super Strength,Telepathy,Umbrakinesis,Vision - Night"
Negative Woman,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Negative Man,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">150</div>","<div class=""stat-value"">300</div>","<div class=""stat-value"">56</div>","<div class=""stat-value"">50</div>","<div class=""stat-value"">42</div>","<div class=""stat-value"">50</div>","Energy Absorption,Flight,Heat Generation,Phasing,Radiation Control"
Negasonic Teenage Warhead,,Female,0,,,Black,Black,,"
",Warhead,,New X-Men #115,,,,,,,,,,,"Precognition,Telepathy"
Negan,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Neh-Buh-Loh,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Nefarian,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Neon The Unknown,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Ned Leeds,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Mickey Mouse,,Male,69,Animal,,Black,,Michael Theodore Mouse,"
","Sorcerer Mickey, King Mickey, Mr. Mouse, Mick, Unca Mickey, Runt, Rat",,Steamboat Willie (1928),,,,,"<div class=""stat-value"">153</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">425</div>","<div class=""stat-value"">90</div>","Accelerated Healing,Agility,Astral Projection,Creation,Cryokinesis,Dexterity,Dimensional Awareness,Dream Manipulation,Durability,Element Control,Endurance,Fear Manipulation,Hair Manipulation,Immortality,Life Manipulation,Light Control,Magic,Magnetism,Matter Manipulation,Mind Control Resistance,Non-Corporeal,Physics Manipulation,Power Nullifier,Precognition,Reality Warping,Reflexes,Self-Sustenance,Stamina,Statistics Amplification,Stealth,Summoning,Super Breath,Super Speed,Telekinesis,Telepathy,Teleportation,The Force,Time Manipulation,Time Travel,Water Control,Weapon-based Powers,Weapons Master,Weather Control,Wishing"
Negasonic Teenage Warhead (FOX,,Female,160,,47,Brown,Black,Ellie Phimister,"
",Negasonic Teenage Warhead,,Deadpool,,"Adventurer, Student",Xavier Institute for Gifted Youngsters,,,,,,,,"Energy Beams,Force Fields,Jump"
Michelangelo,,Male,0,Mutant,,Blue,,,"
","Mike, Mikey, Mikester, Michaelangelo",,,,,,"Leonardo (brother), Donatello (brother), Raphael (brother)","<div class=""stat-value"">140</div>","<div class=""stat-value"">300</div>","<div class=""stat-value"">60</div>","<div class=""stat-value"">65</div>","<div class=""stat-value"">59</div>","<div class=""stat-value"">75</div>","Accelerated Healing,Agility,Jump,Marksmanship,Natural Armor,Reflexes,Stamina,Stealth,Sub-Mariner,Weapons Master"
Negan,,,0,,,,,,"
",Big Swinging Dick,,,,School Coach (Pre-Apocalypse) Used cars salesman (Pre-Apocalypse) Leader of the Saviors (Post-Apocalypse),,,"<div class=""stat-value"">170</div>","<div class=""stat-value"">1,000</div>","<div class=""stat-value"">48</div>","<div class=""stat-value"">41</div>","<div class=""stat-value"">33</div>","<div class=""stat-value"">50</div>","Intelligence,Stealth,Super Strength"
Michael Townley,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Needle,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Michael Myers,,Male,201,Human,113,Blue,Black,Michael Audrey Myers,"
",,,Halloween (1978),,,,,"<div class=""stat-value"">102</div>","<div class=""stat-value"">400</div>","<div class=""stat-value"">48</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">78</div>","<div class=""stat-value"">60</div>","Accelerated Healing,Durability,Endurance,Immortality,Insanity,Super Strength,Weapon-based Powers"
Micah Sanders,,Male,0,,,Brown,Black,Micah Sanders,"
",MicahSanders500,,,,Elementary school student,"New Orleans, LA","Niki Sanders (Mother), DL Hawkins (Father), Paulette Hawkins (paternal grandmother), Hal Sanders (maternal grandfather), Nana Dawson (Guardian)
Nana Dawson (Great-aunt), Monica Dawson (Cousin), Damon Dawson (Cousin)",,,,,,,Technopath/Cyberpath
Michael Corvin,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Michael Demiurgos,,Male,180,God / Eternal,80,Blue,Blond,,"
",Michael the Archangel,,Books of Magic #1,,,,God of the Covenant,"<div class=""stat-value"">170</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">383</div>","<div class=""stat-value"">100</div>","Accelerated Healing,Adaptation,Agility,Anti-Gravity,Astral Projection,Camouflage,Darkforce Manipulation,Density Control,Electrokinesis,Energy Blasts,Energy Manipulation,Enhanced Hearing,Enhanced Sight,Enhanced Smell,Fire Control,Fire Resistance,Flight,Force Fields,Gravity Control,Heat Generation,Hyperkinesis,Illusions,Immortality,Intelligence,Invisibility,Invulnerability,Jump,Light Control,Longevity,Magic,Nigh-Omnipotent,Psionic Powers,Reality Warping,Shapeshifting,Super Speed,Super Strength"
Michael Berengetti,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Mewtwo,,Male,201,Clone,121,Grey,No Hair,Mewtwo,"
","The Genetic Pokemon, The World’s Most Powerful Pokemon, The Ultimate Pokemon",Kanto,Pokemon: The First Movie,,,,Mew (genetic template),"<div class=""stat-value"">170</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">439</div>","<div class=""stat-value"">100</div>","Agility,Cryokinesis,Duplication,Electrokinesis,Element Control,Empathy,Energy Beams,Energy Blasts,Energy Manipulation,Fire Control,Flight,Force Fields,Illusions,Immortality,Intelligence,Invisibility,Invulnerability,Light Control,Matter Manipulation,Mind Control,Mind Control Resistance,Molecular Manipulation,Portal Creation,Power Absorption,Power Augmentation,Power Nullifier,Precognition,Reality Warping,Reflexes,Regeneration,Resurrection,Self-Sustenance,Stamina,Stealth,Summoning,Super Speed,Super Strength,Telekinesis,Telepathy,Telepathy Resistance,Teleportation,Terrakinesis,Time Travel,Umbrakinesis,Vitakinesis,Weather Control,Wind Control"
Mew,,Female,41,God / Eternal,4,Blue,Pink,,"
",The New Species Pokemon,,Pokemon Red and Green,,,,"Arceus (father/creator or grandfather), Uxie (sister or creator), Mesprit (sister or creator), Azelf (sister or creator), Dialga (brother or uncle), Palkia (brother or uncle), Giratina (brother or uncle)","<div class=""stat-value"">136</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">259</div>","<div class=""stat-value"">100</div>","Accelerated Healing,Element Control,Empathy,Energy Manipulation,Enhanced Senses,Flight,Force Fields,Immortality,Intuitive aptitude,Invisibility,Invulnerability,Mind Control Resistance,Portal Creation,Power Absorption,Power Augmentation,Power Nullifier,Psionic Powers,Reality Warping,Shapeshifting,Stamina,Stealth,Summoning,Super Speed,Super Strength,Telekinesis,Telepathy,Telepathy Resistance,Terrakinesis,Vitakinesis"
Mi-go,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
metroplex,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Michonne,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Meteorite,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Michael Vey,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Metro Man,,Male,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Meteorite,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Meteorite,,Female,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Meteor Man,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Metallo (CW),,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Metallo,,Male,196,,90,Green,Brown,John Corben,"
",,,"Superman Vol 2 #1 (January, 1987)",,Professional criminal,"Mobile, though he generally operates out of Metropolis",,,,,,,,"Durability,Energy Beams,Radiation Control,Regeneration,Shapeshifting,Size Changing,Stamina,Super Strength,Technopath/Cyberpath"
Patriot,,Male,188,Human,92,,,Jeffrey Solomon Mace,"
",Captain America,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Metamorpho,,Male,185,,90,Black,No Hair,Rex Mason,"
 ",The Element Man,,Brave and the Bold #57,,"Adventurer, former Soldier of Fortune",,"Unnamed parents (deceased), Sapphire Stagg Mason (wife), Joseph (son), Simon Stagg (father-in-law)",,,,,,,"Accelerated Healing,Cold Resistance,Dexterity,Duplication,Durability,Element Control,Elemental Transmogrification,Energy Beams,Energy Blasts,Fire Resistance,Flight,Heat Generation,Heat Resistance,Intangibility,Intelligence,Invulnerability,Jump,Longevity,Marksmanship,Matter Absorption,Natural Armor,Natural Weapons,Power Augmentation,Self-Sustenance,Shapeshifting,Stamina,Super Speed,Super Strength,Telepathy Resistance,Underwater breathing"
Patriot,,Male,175,Human / Altered,69,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Patty Spivot,,Female,0,Human,,,,Patty Spivot,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Parzival,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Patrick,,Male,15,Animal,2,Black,No Hair,Patrick Star,"
","Patrick, Pat, Patricia, Duphus, Patrick-man",Bikini Bottom,"Spongebob Sqaurepants: Help Wanted, Ep1 S1 (May, 1999)",,"Free Loader, Part-time Krusty Krab employee",Bikini Bottom,"Herbie Star (father),
Margie Star (mother),
Sam Star (sister)","<div class=""stat-value"">68</div>","<div class=""stat-value"">20,000</div>","<div class=""stat-value"">24</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">68</div>","<div class=""stat-value"">75</div>","Accelerated Healing,Duplication,Durability,Empathy,Invisibility,Regeneration,Stamina,Super Strength"
Metron,,Male,185,,86,Blue,Black,Metron,"
",,,"New Gods vol. 1 #1 (February-March, 1971)",,"Scientist, seeker of knowledge","Supertown, New Genesis",,,,,,,,"Flight,Intelligence,Longevity,Teleportation,Time Travel"
metroplex,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Parasitic Armored Arachnid,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Parasite,,Male,198,,120,,No Hair,,"
","Rudy Jones, Maxwell Jensen, Raymond Jensen",Metropolis,Action Comics #340 - Power of the Parasite!; The Supergirl Identity Hunt!,,,Metropolis,,,,,,,,"Adaptation,Agility,Energy Absorption,Matter Absorption,Power Absorption,Shapeshifting,Size Changing,Stamina,Super Strength"
